# Counts	Error	Energy (keV)	 ErrorEnergy
510	22.5832	157.294	0.000076163444000
477	21.8403	157.701	0.000076163444000
496	22.2711	158.110	0.000076163444000
484	22.0000	158.519	0.000076163444000
503	22.4277	158.929	0.000076163444000
484	22.0000	159.341	0.000076163444000
448	21.1660	159.753	0.000076163444000
472	21.7256	160.166	0.000076163444000
460	21.4476	160.580	0.000076163444000
466	21.5870	160.995	0.000076163444000
470	21.6795	161.410	0.000076163444000
485	22.0227	161.827	0.000076163444000
478	21.8632	162.245	0.000076163444000
490	22.1359	162.663	0.000076163444000
469	21.6564	163.082	0.000076163444000
486	22.0454	163.503	0.000076163444000
528	22.9783	163.924	0.000076163444000
503	22.4277	164.346	0.000076163444000
498	22.3159	164.769	0.000076163444000
471	21.7025	165.193	0.000076163444000
474	21.7715	165.618	0.000076163444000
430	20.7364	166.044	0.000076163444000
439	20.9523	166.470	0.000076163444000
480	21.9089	166.898	0.000076163444000
486	22.0454	167.326	0.000076163444000
525	22.9129	167.756	0.000076163444000
483	21.9773	168.186	0.000076163444000
477	21.8403	168.617	0.000076163444000
459	21.4243	169.049	0.000076163444000
492	22.1811	169.482	0.000076163444000
512	22.6274	169.916	0.000076163444000
479	21.8861	170.351	0.000076163444000
479	21.8861	170.787	0.000076163444000
458	21.4009	171.223	0.000076163444000
467	21.6102	171.661	0.000076163444000
447	21.1424	172.099	0.000076163444000
486	22.0454	172.539	0.000076163444000
474	21.7715	172.979	0.000076163444000
491	22.1585	173.420	0.000076163444000
487	22.0681	173.862	0.000076163444000
513	22.6495	174.305	0.000076163444000
460	21.4476	174.749	0.000076163444000
457	21.3776	175.194	0.000076163444000
497	22.2935	175.640	0.000076163444000
481	21.9317	176.086	0.000076163444000
515	22.6936	176.534	0.000076163444000
495	22.2486	176.982	0.000076163444000
492	22.1811	177.432	0.000076163444000
452	21.2603	177.882	0.000076163444000
469	21.6564	178.333	0.000076163444000
493	22.2036	178.785	0.000076163444000
512	22.6274	179.238	0.000076163444000
507	22.5167	179.692	0.000076163444000
530	23.0217	180.147	0.000076163444000
489	22.1133	180.603	0.000076163444000
462	21.4942	181.059	0.000076163444000
560	23.6643	181.517	0.000076163444000
525	22.9129	181.975	0.000076163444000
565	23.7697	182.435	0.000076163444000
545	23.3452	182.895	0.000076163444000
570	23.8747	183.356	0.000076163444000
569	23.8537	183.818	0.000076163444000
564	23.7487	184.281	0.000076163444000
567	23.8118	184.745	0.000076163444000
617	24.8395	185.210	0.000076163444000
605	24.5967	185.675	0.000076163444000
632	25.1396	186.142	0.000076163444000
620	24.8998	186.609	0.000076163444000
615	24.7992	187.078	0.000076163444000
643	25.3574	187.547	0.000076163444000
609	24.6779	188.017	0.000076163444000
633	25.1595	188.489	0.000076163444000
601	24.5153	188.961	0.000076163444000
637	25.2389	189.434	0.000076163444000
604	24.5764	189.907	0.000076163444000
669	25.8650	190.382	0.000076163444000
660	25.6905	190.858	0.000076163444000
630	25.0998	191.335	0.000076163444000
645	25.3969	191.812	0.000076163444000
657	25.6320	192.290	0.000076163444000
681	26.0960	192.770	0.000076163444000
652	25.5343	193.250	0.000076163444000
667	25.8263	193.731	0.000076163444000
622	24.9399	194.213	0.000076163444000
607	24.6374	194.696	0.000076163444000
575	23.9792	195.180	0.000076163444000
610	24.6982	195.665	0.000076163444000
547	23.3880	196.150	0.000076163444000
607	24.6374	196.637	0.000076163444000
557	23.6008	197.124	0.000076163444000
542	23.2809	197.613	0.000076163444000
558	23.6220	198.102	0.000076163444000
573	23.9374	198.592	0.000076163444000
553	23.5160	199.084	0.000076163444000
516	22.7156	199.576	0.000076163444000
534	23.1084	200.068	0.000076163444000
538	23.1948	200.562	0.000076163444000
510	22.5832	201.057	0.000076163444000
583	24.1454	201.553	0.000076163444000
539	23.2164	202.049	0.000076163444000
504	22.4499	202.547	0.000076163444000
517	22.7376	203.045	0.000076163444000
484	22.0000	203.544	0.000076163444000
504	22.4499	204.045	0.000076163444000
475	21.7945	204.546	0.000076163444000
468	21.6333	205.048	0.000076163444000
522	22.8473	205.551	0.000076163444000
481	21.9317	206.055	0.000076163444000
525	22.9129	206.559	0.000076163444000
452	21.2603	207.065	0.000076163444000
464	21.5407	207.572	0.000076163444000
457	21.3776	208.079	0.000076163444000
496	22.2711	208.587	0.000076163444000
511	22.6053	209.097	0.000076163444000
446	21.1187	209.607	0.000076163444000
462	21.4942	210.118	0.000076163444000
483	21.9773	210.630	0.000076163444000
433	20.8087	211.143	0.000076163444000
452	21.2603	211.657	0.000076163444000
472	21.7256	212.171	0.000076163444000
415	20.3715	212.687	0.000076163444000
455	21.3307	213.204	0.000076163444000
498	22.3159	213.721	0.000076163444000
424	20.5913	214.239	0.000076163444000
428	20.6882	214.759	0.000076163444000
421	20.5183	215.279	0.000076163444000
414	20.3470	215.800	0.000076163444000
479	21.8861	216.322	0.000076163444000
448	21.1660	216.845	0.000076163444000
409	20.2237	217.369	0.000076163444000
417	20.4206	217.893	0.000076163444000
452	21.2603	218.419	0.000076163444000
420	20.4939	218.946	0.000076163444000
428	20.6882	219.473	0.000076163444000
450	21.2132	220.001	0.000076163444000
436	20.8806	220.531	0.000076163444000
440	20.9762	221.061	0.000076163444000
420	20.4939	221.592	0.000076163444000
447	21.1424	222.124	0.000076163444000
397	19.9249	222.657	0.000076163444000
434	20.8327	223.190	0.000076163444000
401	20.0250	223.725	0.000076163444000
418	20.4450	224.261	0.000076163444000
416	20.3961	224.797	0.000076163444000
460	21.4476	225.335	0.000076163444000
443	21.0476	225.873	0.000076163444000
442	21.0238	226.412	0.000076163444000
438	20.9284	226.952	0.000076163444000
426	20.6398	227.494	0.000076163444000
431	20.7605	228.036	0.000076163444000
363	19.0526	228.578	0.000076163444000
404	20.0998	229.122	0.000076163444000
412	20.2978	229.667	0.000076163444000
406	20.1494	230.212	0.000076163444000
408	20.1990	230.759	0.000076163444000
377	19.4165	231.306	0.000076163444000
462	21.4942	231.855	0.000076163444000
424	20.5913	232.404	0.000076163444000
423	20.5670	232.954	0.000076163444000
388	19.6977	233.505	0.000076163444000
395	19.8746	234.057	0.000076163444000
365	19.1050	234.610	0.000076163444000
431	20.7605	235.164	0.000076163444000
413	20.3224	235.718	0.000076163444000
431	20.7605	236.274	0.000076163444000
407	20.1742	236.831	0.000076163444000
420	20.4939	237.388	0.000076163444000
413	20.3224	237.946	0.000076163444000
442	21.0238	238.505	0.000076163444000
376	19.3907	239.066	0.000076163444000
412	20.2978	239.627	0.000076163444000
396	19.8997	240.189	0.000076163444000
422	20.5426	240.751	0.000076163444000
408	20.1990	241.315	0.000076163444000
406	20.1494	241.880	0.000076163444000
417	20.4206	242.445	0.000076163444000
410	20.2485	243.012	0.000076163444000
409	20.2237	243.579	0.000076163444000
412	20.2978	244.148	0.000076163444000
415	20.3715	244.717	0.000076163444000
408	20.1990	245.287	0.000076163444000
396	19.8997	245.858	0.000076163444000
383	19.5704	246.430	0.000076163444000
398	19.9499	247.003	0.000076163444000
431	20.7605	247.577	0.000076163444000
431	20.7605	248.151	0.000076163444000
408	20.1990	248.727	0.000076163444000
401	20.0250	249.303	0.000076163444000
393	19.8242	249.881	0.000076163444000
404	20.0998	250.459	0.000076163444000
386	19.6469	251.038	0.000076163444000
381	19.5192	251.618	0.000076163444000
411	20.2731	252.199	0.000076163444000
365	19.1050	252.781	0.000076163444000
399	19.9750	253.364	0.000076163444000
388	19.6977	253.948	0.000076163444000
375	19.3649	254.532	0.000076163444000
380	19.4936	255.118	0.000076163444000
405	20.1246	255.704	0.000076163444000
384	19.5959	256.292	0.000076163444000
429	20.7123	256.880	0.000076163444000
345	18.5742	257.469	0.000076163444000
407	20.1742	258.059	0.000076163444000
366	19.1311	258.650	0.000076163444000
396	19.8997	259.242	0.000076163444000
388	19.6977	259.835	0.000076163444000
398	19.9499	260.429	0.000076163444000
394	19.8494	261.023	0.000076163444000
380	19.4936	261.619	0.000076163444000
387	19.6723	262.215	0.000076163444000
384	19.5959	262.813	0.000076163444000
400	20.0000	263.411	0.000076163444000
356	18.8680	264.010	0.000076163444000
392	19.7990	264.610	0.000076163444000
399	19.9750	265.211	0.000076163444000
360	18.9737	265.813	0.000076163444000
380	19.4936	266.416	0.000076163444000
359	18.9473	267.020	0.000076163444000
409	20.2237	267.624	0.000076163444000
416	20.3961	268.230	0.000076163444000
425	20.6155	268.836	0.000076163444000
398	19.9499	269.444	0.000076163444000
387	19.6723	270.052	0.000076163444000
393	19.8242	270.661	0.000076163444000
356	18.8680	271.271	0.000076163444000
375	19.3649	271.882	0.000076163444000
407	20.1742	272.494	0.000076163444000
382	19.5448	273.107	0.000076163444000
375	19.3649	273.720	0.000076163444000
387	19.6723	274.335	0.000076163444000
375	19.3649	274.951	0.000076163444000
395	19.8746	275.567	0.000076163444000
389	19.7231	276.184	0.000076163444000
374	19.3391	276.803	0.000076163444000
374	19.3391	277.422	0.000076163444000
381	19.5192	278.042	0.000076163444000
384	19.5959	278.663	0.000076163444000
379	19.4679	279.285	0.000076163444000
390	19.7484	279.907	0.000076163444000
428	20.6882	280.531	0.000076163444000
385	19.6214	281.156	0.000076163444000
393	19.8242	281.781	0.000076163444000
411	20.2731	282.408	0.000076163444000
360	18.9737	283.035	0.000076163444000
413	20.3224	283.663	0.000076163444000
356	18.8680	284.292	0.000076163444000
430	20.7364	284.922	0.000076163444000
371	19.2614	285.553	0.000076163444000
360	18.9737	286.185	0.000076163444000
358	18.9209	286.818	0.000076163444000
405	20.1246	287.452	0.000076163444000
374	19.3391	288.086	0.000076163444000
384	19.5959	288.722	0.000076163444000
393	19.8242	289.358	0.000076163444000
425	20.6155	289.995	0.000076163444000
373	19.3132	290.634	0.000076163444000
361	19.0000	291.273	0.000076163444000
390	19.7484	291.913	0.000076163444000
351	18.7350	292.554	0.000076163444000
364	19.0788	293.196	0.000076163444000
356	18.8680	293.838	0.000076163444000
423	20.5670	294.482	0.000076163444000
337	18.3576	295.127	0.000076163444000
395	19.8746	295.772	0.000076163444000
358	18.9209	296.418	0.000076163444000
349	18.6815	297.066	0.000076163444000
358	18.9209	297.714	0.000076163444000
365	19.1050	298.363	0.000076163444000
383	19.5704	299.013	0.000076163444000
344	18.5472	299.664	0.000076163444000
374	19.3391	300.316	0.000076163444000
345	18.5742	300.969	0.000076163444000
351	18.7350	301.622	0.000076163444000
375	19.3649	302.277	0.000076163444000
323	17.9722	302.932	0.000076163444000
373	19.3132	303.589	0.000076163444000
358	18.9209	304.246	0.000076163444000
354	18.8149	304.904	0.000076163444000
382	19.5448	305.563	0.000076163444000
351	18.7350	306.223	0.000076163444000
337	18.3576	306.884	0.000076163444000
334	18.2757	307.546	0.000076163444000
351	18.7350	308.209	0.000076163444000
328	18.1108	308.872	0.000076163444000
335	18.3030	309.537	0.000076163444000
361	19.0000	310.202	0.000076163444000
360	18.9737	310.869	0.000076163444000
359	18.9473	311.536	0.000076163444000
339	18.4120	312.204	0.000076163444000
334	18.2757	312.873	0.000076163444000
356	18.8680	313.543	0.000076163444000
346	18.6011	314.214	0.000076163444000
363	19.0526	314.886	0.000076163444000
364	19.0788	315.559	0.000076163444000
355	18.8414	316.232	0.000076163444000
362	19.0263	316.907	0.000076163444000
391	19.7737	317.582	0.000076163444000
368	19.1833	318.259	0.000076163444000
349	18.6815	318.936	0.000076163444000
379	19.4679	319.614	0.000076163444000
370	19.2354	320.293	0.000076163444000
339	18.4120	320.973	0.000076163444000
329	18.1384	321.654	0.000076163444000
315	17.7482	322.336	0.000076163444000
375	19.3649	323.019	0.000076163444000
356	18.8680	323.702	0.000076163444000
379	19.4679	324.387	0.000076163444000
361	19.0000	325.072	0.000076163444000
357	18.8944	325.759	0.000076163444000
374	19.3391	326.446	0.000076163444000
382	19.5448	327.134	0.000076163444000
352	18.7617	327.823	0.000076163444000
349	18.6815	328.513	0.000076163444000
372	19.2873	329.204	0.000076163444000
339	18.4120	329.896	0.000076163444000
337	18.3576	330.588	0.000076163444000
359	18.9473	331.282	0.000076163444000
361	19.0000	331.976	0.000076163444000
361	19.0000	332.672	0.000076163444000
378	19.4422	333.368	0.000076163444000
357	18.8944	334.065	0.000076163444000
358	18.9209	334.764	0.000076163444000
372	19.2873	335.463	0.000076163444000
353	18.7883	336.163	0.000076163444000
324	18.0000	336.863	0.000076163444000
346	18.6011	337.565	0.000076163444000
334	18.2757	338.268	0.000076163444000
347	18.6279	338.972	0.000076163444000
353	18.7883	339.676	0.000076163444000
342	18.4932	340.381	0.000076163444000
340	18.4391	341.088	0.000076163444000
376	19.3907	341.795	0.000076163444000
345	18.5742	342.503	0.000076163444000
301	17.3494	343.212	0.000076163444000
341	18.4662	343.922	0.000076163444000
356	18.8680	344.633	0.000076163444000
353	18.7883	345.345	0.000076163444000
329	18.1384	346.057	0.000076163444000
337	18.3576	346.771	0.000076163444000
320	17.8885	347.485	0.000076163444000
347	18.6279	348.201	0.000076163444000
322	17.9444	348.917	0.000076163444000
366	19.1311	349.634	0.000076163444000
329	18.1384	350.353	0.000076163444000
300	17.3205	351.072	0.000076163444000
332	18.2209	351.791	0.000076163444000
334	18.2757	352.512	0.000076163444000
293	17.1172	353.234	0.000076163444000
290	17.0294	353.957	0.000076163444000
306	17.4929	354.680	0.000076163444000
317	17.8045	355.405	0.000076163444000
311	17.6352	356.130	0.000076163444000
305	17.4642	356.856	0.000076163444000
307	17.5214	357.584	0.000076163444000
318	17.8326	358.312	0.000076163444000
352	18.7617	359.041	0.000076163444000
295	17.1756	359.771	0.000076163444000
289	17.0000	360.502	0.000076163444000
296	17.2047	361.233	0.000076163444000
335	18.3030	361.966	0.000076163444000
295	17.1756	362.700	0.000076163444000
337	18.3576	363.434	0.000076163444000
286	16.9115	364.169	0.000076163444000
362	19.0263	364.906	0.000076163444000
347	18.6279	365.643	0.000076163444000
328	18.1108	366.381	0.000076163444000
326	18.0555	367.120	0.000076163444000
315	17.7482	367.860	0.000076163444000
306	17.4929	368.601	0.000076163444000
336	18.3303	369.342	0.000076163444000
307	17.5214	370.085	0.000076163444000
338	18.3848	370.829	0.000076163444000
317	17.8045	371.573	0.000076163444000
312	17.6635	372.318	0.000076163444000
291	17.0587	373.065	0.000076163444000
341	18.4662	373.812	0.000076163444000
313	17.6918	374.560	0.000076163444000
303	17.4069	375.309	0.000076163444000
329	18.1384	376.059	0.000076163444000
348	18.6548	376.810	0.000076163444000
318	17.8326	377.561	0.000076163444000
313	17.6918	378.314	0.000076163444000
309	17.5784	379.068	0.000076163444000
344	18.5472	379.822	0.000076163444000
319	17.8606	380.577	0.000076163444000
326	18.0555	381.334	0.000076163444000
330	18.1659	382.091	0.000076163444000
331	18.1934	382.849	0.000076163444000
330	18.1659	383.608	0.000076163444000
330	18.1659	384.368	0.000076163444000
313	17.6918	385.128	0.000076163444000
303	17.4069	385.890	0.000076163444000
278	16.6733	386.653	0.000076163444000
353	18.7883	387.416	0.000076163444000
301	17.3494	388.181	0.000076163444000
290	17.0294	388.946	0.000076163444000
290	17.0294	389.712	0.000076163444000
333	18.2483	390.479	0.000076163444000
275	16.5831	391.248	0.000076163444000
307	17.5214	392.017	0.000076163444000
335	18.3030	392.786	0.000076163444000
261	16.1555	393.557	0.000076163444000
330	18.1659	394.329	0.000076163444000
316	17.7764	395.101	0.000076163444000
303	17.4069	395.875	0.000076163444000
321	17.9165	396.649	0.000076163444000
307	17.5214	397.425	0.000076163444000
304	17.4356	398.201	0.000076163444000
301	17.3494	398.978	0.000076163444000
300	17.3205	399.756	0.000076163444000
314	17.7200	400.535	0.000076163444000
315	17.7482	401.315	0.000076163444000
355	18.8414	402.096	0.000076163444000
299	17.2916	402.877	0.000076163444000
311	17.6352	403.660	0.000076163444000
320	17.8885	404.444	0.000076163444000
317	17.8045	405.228	0.000076163444000
295	17.1756	406.013	0.000076163444000
309	17.5784	406.799	0.000076163444000
301	17.3494	407.587	0.000076163444000
308	17.5499	408.375	0.000076163444000
325	18.0278	409.164	0.000076163444000
284	16.8523	409.953	0.000076163444000
319	17.8606	410.744	0.000076163444000
299	17.2916	411.536	0.000076163444000
317	17.8045	412.328	0.000076163444000
296	17.2047	413.122	0.000076163444000
283	16.8226	413.916	0.000076163444000
326	18.0555	414.712	0.000076163444000
288	16.9706	415.508	0.000076163444000
337	18.3576	416.305	0.000076163444000
304	17.4356	417.103	0.000076163444000
316	17.7764	417.902	0.000076163444000
280	16.7332	418.702	0.000076163444000
327	18.0831	419.503	0.000076163444000
289	17.0000	420.304	0.000076163444000
309	17.5784	421.107	0.000076163444000
312	17.6635	421.910	0.000076163444000
305	17.4642	422.715	0.000076163444000
319	17.8606	423.520	0.000076163444000
332	18.2209	424.326	0.000076163444000
297	17.2337	425.133	0.000076163444000
315	17.7482	425.941	0.000076163444000
297	17.2337	426.750	0.000076163444000
321	17.9165	427.560	0.000076163444000
309	17.5784	428.371	0.000076163444000
