# Counts	Error	Energy (keV)	 ErrorEnergy
877	29.6142	145.702	0.000319334568000
815	28.5482	146.518	0.000319334568000
939	30.6431	147.335	0.000319334568000
837	28.9310	148.153	0.000319334568000
895	29.9166	148.972	0.000319334568000
902	30.0333	149.791	0.000319334568000
859	29.3087	150.610	0.000319334568000
836	28.9137	151.431	0.000319334568000
851	29.1719	152.251	0.000319334568000
873	29.5466	153.073	0.000319334568000
869	29.4788	153.895	0.000319334568000
892	29.8664	154.718	0.000319334568000
831	28.8271	155.541	0.000319334568000
830	28.8097	156.365	0.000319334568000
838	28.9482	157.190	0.000319334568000
845	29.0689	158.015	0.000319334568000
850	29.1548	158.841	0.000319334568000
760	27.5681	159.667	0.000319334568000
836	28.9137	160.494	0.000319334568000
858	29.2916	161.322	0.000319334568000
835	28.8964	162.150	0.000319334568000
797	28.2312	162.979	0.000319334568000
837	28.9310	163.809	0.000319334568000
779	27.9106	164.639	0.000319334568000
800	28.2843	165.470	0.000319334568000
822	28.6705	166.301	0.000319334568000
798	28.2489	167.133	0.000319334568000
798	28.2489	167.966	0.000319334568000
826	28.7402	168.799	0.000319334568000
849	29.1376	169.633	0.000319334568000
834	28.8791	170.467	0.000319334568000
888	29.7993	171.302	0.000319334568000
830	28.8097	172.138	0.000319334568000
794	28.1780	172.974	0.000319334568000
801	28.3019	173.811	0.000319334568000
832	28.8444	174.649	0.000319334568000
806	28.3901	175.487	0.000319334568000
822	28.6705	176.326	0.000319334568000
764	27.6405	177.165	0.000319334568000
758	27.5318	178.005	0.000319334568000
741	27.2213	178.846	0.000319334568000
852	29.1890	179.687	0.000319334568000
739	27.1846	180.529	0.000319334568000
823	28.6880	181.372	0.000319334568000
758	27.5318	182.215	0.000319334568000
813	28.5132	183.059	0.000319334568000
760	27.5681	183.903	0.000319334568000
759	27.5500	184.748	0.000319334568000
806	28.3901	185.593	0.000319334568000
749	27.3679	186.440	0.000319334568000
787	28.0535	187.287	0.000319334568000
863	29.3769	188.134	0.000319334568000
805	28.3725	188.982	0.000319334568000
837	28.9310	189.831	0.000319334568000
838	28.9482	190.680	0.000319334568000
844	29.0517	191.530	0.000319334568000
889	29.8161	192.381	0.000319334568000
818	28.6007	193.232	0.000319334568000
926	30.4302	194.084	0.000319334568000
916	30.2655	194.936	0.000319334568000
960	30.9839	195.789	0.000319334568000
918	30.2985	196.643	0.000319334568000
931	30.5123	197.497	0.000319334568000
979	31.2890	198.352	0.000319334568000
977	31.2570	199.207	0.000319334568000
1029	32.0780	200.063	0.000319334568000
1095	33.0908	200.920	0.000319334568000
1023	31.9844	201.777	0.000319334568000
1120	33.4664	202.635	0.000319334568000
1105	33.2415	203.494	0.000319334568000
1188	34.4674	204.353	0.000319334568000
1100	33.1662	205.213	0.000319334568000
1111	33.3317	206.073	0.000319334568000
1180	34.3511	206.934	0.000319334568000
1125	33.5410	207.796	0.000319334568000
1158	34.0294	208.658	0.000319334568000
1067	32.6650	209.521	0.000319334568000
1066	32.6497	210.385	0.000319334568000
1062	32.5883	211.249	0.000319334568000
1062	32.5883	212.114	0.000319334568000
1017	31.8904	212.979	0.000319334568000
1077	32.8177	213.845	0.000319334568000
978	31.2730	214.712	0.000319334568000
992	31.4960	215.579	0.000319334568000
998	31.5911	216.447	0.000319334568000
947	30.7734	217.315	0.000319334568000
932	30.5287	218.184	0.000319334568000
955	30.9031	219.054	0.000319334568000
935	30.5778	219.924	0.000319334568000
893	29.8831	220.795	0.000319334568000
984	31.3688	221.667	0.000319334568000
887	29.7825	222.539	0.000319334568000
918	30.2985	223.412	0.000319334568000
877	29.6142	224.285	0.000319334568000
861	29.3428	225.159	0.000319334568000
891	29.8496	226.034	0.000319334568000
876	29.5973	226.909	0.000319334568000
820	28.6356	227.785	0.000319334568000
875	29.5804	228.662	0.000319334568000
867	29.4449	229.539	0.000319334568000
844	29.0517	230.416	0.000319334568000
876	29.5973	231.295	0.000319334568000
841	29.0000	232.174	0.000319334568000
900	30.0000	233.053	0.000319334568000
837	28.9310	233.934	0.000319334568000
797	28.2312	234.814	0.000319334568000
840	28.9828	235.696	0.000319334568000
796	28.2135	236.578	0.000319334568000
874	29.5635	237.461	0.000319334568000
849	29.1376	238.344	0.000319334568000
772	27.7849	239.228	0.000319334568000
789	28.0891	240.112	0.000319334568000
865	29.4109	240.998	0.000319334568000
819	28.6182	241.883	0.000319334568000
832	28.8444	242.770	0.000319334568000
819	28.6182	243.657	0.000319334568000
781	27.9464	244.544	0.000319334568000
805	28.3725	245.433	0.000319334568000
760	27.5681	246.321	0.000319334568000
776	27.8568	247.211	0.000319334568000
826	28.7402	248.101	0.000319334568000
764	27.6405	248.992	0.000319334568000
777	27.8747	249.883	0.000319334568000
744	27.2764	250.775	0.000319334568000
747	27.3313	251.668	0.000319334568000
819	28.6182	252.561	0.000319334568000
733	27.0740	253.455	0.000319334568000
751	27.4044	254.349	0.000319334568000
796	28.2135	255.244	0.000319334568000
795	28.1957	256.140	0.000319334568000
787	28.0535	257.036	0.000319334568000
719	26.8142	257.933	0.000319334568000
776	27.8568	258.830	0.000319334568000
768	27.7128	259.729	0.000319334568000
710	26.6458	260.627	0.000319334568000
709	26.6271	261.527	0.000319334568000
702	26.4953	262.427	0.000319334568000
757	27.5136	263.327	0.000319334568000
734	27.0924	264.228	0.000319334568000
716	26.7582	265.130	0.000319334568000
780	27.9285	266.033	0.000319334568000
735	27.1109	266.936	0.000319334568000
737	27.1477	267.840	0.000319334568000
715	26.7395	268.744	0.000319334568000
749	27.3679	269.649	0.000319334568000
729	27.0000	270.554	0.000319334568000
744	27.2764	271.460	0.000319334568000
760	27.5681	272.367	0.000319334568000
745	27.2947	273.275	0.000319334568000
745	27.2947	274.183	0.000319334568000
682	26.1151	275.091	0.000319334568000
737	27.1477	276.001	0.000319334568000
702	26.4953	276.910	0.000319334568000
726	26.9444	277.821	0.000319334568000
650	25.4951	278.732	0.000319334568000
702	26.4953	279.644	0.000319334568000
738	27.1662	280.556	0.000319334568000
692	26.3059	281.469	0.000319334568000
683	26.1343	282.383	0.000319334568000
668	25.8457	283.297	0.000319334568000
735	27.1109	284.212	0.000319334568000
704	26.5330	285.127	0.000319334568000
704	26.5330	286.043	0.000319334568000
670	25.8844	286.960	0.000319334568000
700	26.4575	287.877	0.000319334568000
690	26.2679	288.795	0.000319334568000
710	26.6458	289.714	0.000319334568000
708	26.6083	290.633	0.000319334568000
748	27.3496	291.553	0.000319334568000
705	26.5518	292.473	0.000319334568000
754	27.4591	293.394	0.000319334568000
679	26.0576	294.316	0.000319334568000
699	26.4386	295.238	0.000319334568000
727	26.9629	296.161	0.000319334568000
694	26.3439	297.084	0.000319334568000
643	25.3574	298.008	0.000319334568000
716	26.7582	298.933	0.000319334568000
684	26.1534	299.858	0.000319334568000
659	25.6710	300.784	0.000319334568000
656	25.6125	301.711	0.000319334568000
690	26.2679	302.638	0.000319334568000
691	26.2869	303.566	0.000319334568000
688	26.2298	304.494	0.000319334568000
649	25.4755	305.423	0.000319334568000
685	26.1725	306.353	0.000319334568000
660	25.6905	307.283	0.000319334568000
652	25.5343	308.214	0.000319334568000
649	25.4755	309.145	0.000319334568000
628	25.0599	310.078	0.000319334568000
645	25.3969	311.010	0.000319334568000
664	25.7682	311.944	0.000319334568000
627	25.0400	312.878	0.000319334568000
656	25.6125	313.812	0.000319334568000
647	25.4362	314.747	0.000319334568000
662	25.7294	315.683	0.000319334568000
671	25.9037	316.620	0.000319334568000
673	25.9422	317.557	0.000319334568000
670	25.8844	318.494	0.000319334568000
679	26.0576	319.433	0.000319334568000
673	25.9422	320.372	0.000319334568000
660	25.6905	321.311	0.000319334568000
598	24.4540	322.251	0.000319334568000
626	25.0200	323.192	0.000319334568000
627	25.0400	324.134	0.000319334568000
626	25.0200	325.076	0.000319334568000
642	25.3377	326.018	0.000319334568000
617	24.8395	326.961	0.000319334568000
639	25.2784	327.905	0.000319334568000
633	25.1595	328.850	0.000319334568000
604	24.5764	329.795	0.000319334568000
658	25.6515	330.741	0.000319334568000
660	25.6905	331.687	0.000319334568000
660	25.6905	332.634	0.000319334568000
682	26.1151	333.581	0.000319334568000
601	24.5153	334.530	0.000319334568000
646	25.4165	335.478	0.000319334568000
614	24.7790	336.428	0.000319334568000
657	25.6320	337.378	0.000319334568000
609	24.6779	338.329	0.000319334568000
611	24.7184	339.280	0.000319334568000
622	24.9399	340.232	0.000319334568000
626	25.0200	341.184	0.000319334568000
625	25.0000	342.137	0.000319334568000
571	23.8956	343.091	0.000319334568000
603	24.5561	344.046	0.000319334568000
573	23.9374	345.001	0.000319334568000
594	24.3721	345.956	0.000319334568000
618	24.8596	346.912	0.000319334568000
640	25.2982	347.869	0.000319334568000
583	24.1454	348.827	0.000319334568000
572	23.9165	349.785	0.000319334568000
629	25.0799	350.743	0.000319334568000
557	23.6008	351.703	0.000319334568000
627	25.0400	352.663	0.000319334568000
603	24.5561	353.623	0.000319334568000
609	24.6779	354.584	0.000319334568000
571	23.8956	355.546	0.000319334568000
591	24.3105	356.509	0.000319334568000
560	23.6643	357.472	0.000319334568000
583	24.1454	358.435	0.000319334568000
597	24.4336	359.400	0.000319334568000
609	24.6779	360.364	0.000319334568000
571	23.8956	361.330	0.000319334568000
596	24.4131	362.296	0.000319334568000
636	25.2190	363.263	0.000319334568000
562	23.7065	364.230	0.000319334568000
613	24.7588	365.198	0.000319334568000
581	24.1039	366.167	0.000319334568000
554	23.5372	367.136	0.000319334568000
556	23.5797	368.106	0.000319334568000
568	23.8328	369.076	0.000319334568000
554	23.5372	370.047	0.000319334568000
576	24.0000	371.019	0.000319334568000
589	24.2693	371.991	0.000319334568000
595	24.3926	372.964	0.000319334568000
539	23.2164	373.938	0.000319334568000
570	23.8747	374.912	0.000319334568000
554	23.5372	375.887	0.000319334568000
584	24.1661	376.862	0.000319334568000
575	23.9792	377.838	0.000319334568000
532	23.0651	378.815	0.000319334568000
598	24.4540	379.792	0.000319334568000
574	23.9583	380.770	0.000319334568000
593	24.3516	381.748	0.000319334568000
592	24.3311	382.727	0.000319334568000
550	23.4521	383.707	0.000319334568000
560	23.6643	384.687	0.000319334568000
576	24.0000	385.668	0.000319334568000
559	23.6432	386.650	0.000319334568000
567	23.8118	387.632	0.000319334568000
586	24.2074	388.615	0.000319334568000
603	24.5561	389.598	0.000319334568000
568	23.8328	390.582	0.000319334568000
563	23.7276	391.567	0.000319334568000
531	23.0434	392.552	0.000319334568000
598	24.4540	393.538	0.000319334568000
586	24.2074	394.524	0.000319334568000
576	24.0000	395.512	0.000319334568000
553	23.5160	396.499	0.000319334568000
558	23.6220	397.488	0.000319334568000
603	24.5561	398.477	0.000319334568000
546	23.3666	399.466	0.000319334568000
578	24.0416	400.456	0.000319334568000
574	23.9583	401.447	0.000319334568000
588	24.2487	402.439	0.000319334568000
559	23.6432	403.431	0.000319334568000
572	23.9165	404.424	0.000319334568000
518	22.7596	405.417	0.000319334568000
546	23.3666	406.411	0.000319334568000
514	22.6716	407.405	0.000319334568000
595	24.3926	408.400	0.000319334568000
538	23.1948	409.396	0.000319334568000
590	24.2899	410.393	0.000319334568000
575	23.9792	411.390	0.000319334568000
562	23.7065	412.387	0.000319334568000
563	23.7276	413.386	0.000319334568000
550	23.4521	414.384	0.000319334568000
540	23.2379	415.384	0.000319334568000
575	23.9792	416.384	0.000319334568000
579	24.0624	417.385	0.000319334568000
570	23.8747	418.386	0.000319334568000
553	23.5160	419.388	0.000319334568000
570	23.8747	420.391	0.000319334568000
535	23.1301	421.394	0.000319334568000
606	24.6171	422.398	0.000319334568000
518	22.7596	423.402	0.000319334568000
541	23.2594	424.407	0.000319334568000
491	22.1585	425.413	0.000319334568000
564	23.7487	426.419	0.000319334568000
544	23.3238	427.426	0.000319334568000
587	24.2281	428.433	0.000319334568000
561	23.6854	429.442	0.000319334568000
569	23.8537	430.450	0.000319334568000
575	23.9792	431.460	0.000319334568000
574	23.9583	432.470	0.000319334568000
565	23.7697	433.480	0.000319334568000
553	23.5160	434.492	0.000319334568000
567	23.8118	435.503	0.000319334568000
509	22.5610	436.516	0.000319334568000
566	23.7908	437.529	0.000319334568000
558	23.6220	438.543	0.000319334568000
568	23.8328	439.557	0.000319334568000
542	23.2809	440.572	0.000319334568000
518	22.7596	441.587	0.000319334568000
536	23.1517	442.604	0.000319334568000
558	23.6220	443.620	0.000319334568000
528	22.9783	444.638	0.000319334568000
545	23.3452	445.656	0.000319334568000
533	23.0868	446.674	0.000319334568000
573	23.9374	447.694	0.000319334568000
548	23.4094	448.714	0.000319334568000
556	23.5797	449.734	0.000319334568000
547	23.3880	450.755	0.000319334568000
529	23.0000	451.777	0.000319334568000
564	23.7487	452.799	0.000319334568000
568	23.8328	453.822	0.000319334568000
552	23.4947	454.846	0.000319334568000
534	23.1084	455.870	0.000319334568000
536	23.1517	456.895	0.000319334568000
549	23.4307	457.920	0.000319334568000
556	23.5797	458.946	0.000319334568000
541	23.2594	459.973	0.000319334568000
580	24.0832	461.000	0.000319334568000
586	24.2074	462.028	0.000319334568000
527	22.9565	463.057	0.000319334568000
550	23.4521	464.086	0.000319334568000
542	23.2809	465.116	0.000319334568000
582	24.1247	466.146	0.000319334568000
553	23.5160	467.177	0.000319334568000
559	23.6432	468.209	0.000319334568000
538	23.1948	469.241	0.000319334568000
482	21.9545	470.274	0.000319334568000
529	23.0000	471.307	0.000319334568000
543	23.3024	472.341	0.000319334568000
502	22.4054	473.376	0.000319334568000
525	22.9129	474.411	0.000319334568000
535	23.1301	475.447	0.000319334568000
554	23.5372	476.484	0.000319334568000
549	23.4307	477.521	0.000319334568000
578	24.0416	478.559	0.000319334568000
532	23.0651	479.597	0.000319334568000
501	22.3830	480.636	0.000319334568000
533	23.0868	481.676	0.000319334568000
589	24.2693	482.716	0.000319334568000
521	22.8254	483.757	0.000319334568000
522	22.8473	484.799	0.000319334568000
527	22.9565	485.841	0.000319334568000
537	23.1733	486.884	0.000319334568000
606	24.6171	487.927	0.000319334568000
548	23.4094	488.971	0.000319334568000
568	23.8328	490.016	0.000319334568000
592	24.3311	491.061	0.000319334568000
573	23.9374	492.107	0.000319334568000
600	24.4949	493.153	0.000319334568000
555	23.5584	494.200	0.000319334568000
541	23.2594	495.248	0.000319334568000
591	24.3105	496.296	0.000319334568000
559	23.6432	497.345	0.000319334568000
553	23.5160	498.395	0.000319334568000
560	23.6643	499.445	0.000319334568000
565	23.7697	500.495	0.000319334568000
555	23.5584	501.547	0.000319334568000
573	23.9374	502.599	0.000319334568000
588	24.2487	503.652	0.000319334568000
569	23.8537	504.705	0.000319334568000
552	23.4947	505.759	0.000319334568000
584	24.1661	506.813	0.000319334568000
587	24.2281	507.868	0.000319334568000
607	24.6374	508.924	0.000319334568000
553	23.5160	509.980	0.000319334568000
548	23.4094	511.037	0.000319334568000
536	23.1517	512.095	0.000319334568000
607	24.6374	513.153	0.000319334568000
548	23.4094	514.212	0.000319334568000
581	24.1039	515.271	0.000319334568000
570	23.8747	516.331	0.000319334568000
527	22.9565	517.392	0.000319334568000
572	23.9165	518.453	0.000319334568000
535	23.1301	519.515	0.000319334568000
608	24.6577	520.578	0.000319334568000
514	22.6716	521.641	0.000319334568000
561	23.6854	522.705	0.000319334568000
548	23.4094	523.769	0.000319334568000
568	23.8328	524.834	0.000319334568000
535	23.1301	525.900	0.000319334568000
535	23.1301	526.966	0.000319334568000
539	23.2164	528.033	0.000319334568000
576	24.0000	529.100	0.000319334568000
568	23.8328	530.168	0.000319334568000
512	22.6274	531.237	0.000319334568000
536	23.1517	532.306	0.000319334568000
561	23.6854	533.376	0.000319334568000
528	22.9783	534.447	0.000319334568000
573	23.9374	535.518	0.000319334568000
537	23.1733	536.590	0.000319334568000
532	23.0651	537.662	0.000319334568000
545	23.3452	538.735	0.000319334568000
581	24.1039	539.809	0.000319334568000
532	23.0651	540.883	0.000319334568000
541	23.2594	541.958	0.000319334568000
607	24.6374	543.033	0.000319334568000
571	23.8956	544.110	0.000319334568000
578	24.0416	545.186	0.000319334568000
511	22.6053	546.264	0.000319334568000
544	23.3238	547.342	0.000319334568000
570	23.8747	548.420	0.000319334568000
561	23.6854	549.499	0.000319334568000
529	23.0000	550.579	0.000319334568000
554	23.5372	551.660	0.000319334568000
537	23.1733	552.741	0.000319334568000
537	23.1733	553.822	0.000319334568000
559	23.6432	554.905	0.000319334568000
563	23.7276	555.988	0.000319334568000
594	24.3721	557.071	0.000319334568000
581	24.1039	558.155	0.000319334568000
588	24.2487	559.240	0.000319334568000
556	23.5797	560.325	0.000319334568000
542	23.2809	561.411	0.000319334568000
565	23.7697	562.498	0.000319334568000
568	23.8328	563.585	0.000319334568000
590	24.2899	564.673	0.000319334568000
575	23.9792	565.762	0.000319334568000
527	22.9565	566.851	0.000319334568000
592	24.3311	567.940	0.000319334568000
570	23.8747	569.031	0.000319334568000
580	24.0832	570.122	0.000319334568000
523	22.8692	571.213	0.000319334568000
589	24.2693	572.305	0.000319334568000
556	23.5797	573.398	0.000319334568000
540	23.2379	574.492	0.000319334568000
613	24.7588	575.586	0.000319334568000
587	24.2281	576.680	0.000319334568000
594	24.3721	577.776	0.000319334568000
550	23.4521	578.872	0.000319334568000
552	23.4947	579.968	0.000319334568000
563	23.7276	581.065	0.000319334568000
545	23.3452	582.163	0.000319334568000
571	23.8956	583.261	0.000319334568000
563	23.7276	584.360	0.000319334568000
590	24.2899	585.460	0.000319334568000
592	24.3311	586.560	0.000319334568000
568	23.8328	587.661	0.000319334568000
541	23.2594	588.762	0.000319334568000
567	23.8118	589.864	0.000319334568000
582	24.1247	590.967	0.000319334568000
567	23.8118	592.070	0.000319334568000
576	24.0000	593.174	0.000319334568000
546	23.3666	594.279	0.000319334568000
578	24.0416	595.384	0.000319334568000
607	24.6374	596.490	0.000319334568000
597	24.4336	597.596	0.000319334568000
600	24.4949	598.703	0.000319334568000
587	24.2281	599.811	0.000319334568000
600	24.4949	600.919	0.000319334568000
570	23.8747	602.028	0.000319334568000
610	24.6982	603.138	0.000319334568000
583	24.1454	604.248	0.000319334568000
571	23.8956	605.358	0.000319334568000
583	24.1454	606.470	0.000319334568000
585	24.1868	607.582	0.000319334568000
590	24.2899	608.694	0.000319334568000
603	24.5561	609.807	0.000319334568000
608	24.6577	610.921	0.000319334568000
560	23.6643	612.036	0.000319334568000
555	23.5584	613.151	0.000319334568000
567	23.8118	614.266	0.000319334568000
637	25.2389	615.383	0.000319334568000
608	24.6577	616.500	0.000319334568000
551	23.4734	617.617	0.000319334568000
571	23.8956	618.735	0.000319334568000
595	24.3926	619.854	0.000319334568000
667	25.8263	620.973	0.000319334568000
579	24.0624	622.093	0.000319334568000
607	24.6374	623.214	0.000319334568000
577	24.0208	624.335	0.000319334568000
552	23.4947	625.457	0.000319334568000
618	24.8596	626.580	0.000319334568000
581	24.1039	627.703	0.000319334568000
582	24.1247	628.826	0.000319334568000
630	25.0998	629.951	0.000319334568000
591	24.3105	631.076	0.000319334568000
584	24.1661	632.201	0.000319334568000
575	23.9792	633.327	0.000319334568000
594	24.3721	634.454	0.000319334568000
577	24.0208	635.582	0.000319334568000
567	23.8118	636.710	0.000319334568000
605	24.5967	637.838	0.000319334568000
587	24.2281	638.968	0.000319334568000
598	24.4540	640.097	0.000319334568000
588	24.2487	641.228	0.000319334568000
575	23.9792	642.359	0.000319334568000
597	24.4336	643.491	0.000319334568000
632	25.1396	644.623	0.000319334568000
565	23.7697	645.756	0.000319334568000
574	23.9583	646.890	0.000319334568000
622	24.9399	648.024	0.000319334568000
605	24.5967	649.159	0.000319334568000
619	24.8797	650.294	0.000319334568000
654	25.5734	651.430	0.000319334568000
580	24.0832	652.567	0.000319334568000
571	23.8956	653.704	0.000319334568000
601	24.5153	654.842	0.000319334568000
587	24.2281	655.981	0.000319334568000
592	24.3311	657.120	0.000319334568000
634	25.1794	658.260	0.000319334568000
619	24.8797	659.400	0.000319334568000
582	24.1247	660.541	0.000319334568000
626	25.0200	661.683	0.000319334568000
577	24.0208	662.825	0.000319334568000
600	24.4949	663.968	0.000319334568000
613	24.7588	665.111	0.000319334568000
633	25.1595	666.255	0.000319334568000
567	23.8118	667.400	0.000319334568000
639	25.2784	668.545	0.000319334568000
637	25.2389	669.691	0.000319334568000
613	24.7588	670.838	0.000319334568000
614	24.7790	671.985	0.000319334568000
599	24.4745	673.133	0.000319334568000
608	24.6577	674.281	0.000319334568000
618	24.8596	675.430	0.000319334568000
589	24.2693	676.580	0.000319334568000
615	24.7992	677.730	0.000319334568000
609	24.6779	678.881	0.000319334568000
620	24.8998	680.033	0.000319334568000
608	24.6577	681.185	0.000319334568000
593	24.3516	682.338	0.000319334568000
605	24.5967	683.491	0.000319334568000
643	25.3574	684.645	0.000319334568000
594	24.3721	685.799	0.000319334568000
613	24.7588	686.955	0.000319334568000
580	24.0832	688.111	0.000319334568000
670	25.8844	689.267	0.000319334568000
610	24.6982	690.424	0.000319334568000
571	23.8956	691.582	0.000319334568000
598	24.4540	692.740	0.000319334568000
625	25.0000	693.899	0.000319334568000
639	25.2784	695.059	0.000319334568000
567	23.8118	696.219	0.000319334568000
609	24.6779	697.380	0.000319334568000
594	24.3721	698.541	0.000319334568000
605	24.5967	699.703	0.000319334568000
618	24.8596	700.866	0.000319334568000
599	24.4745	702.029	0.000319334568000
580	24.0832	703.193	0.000319334568000
612	24.7386	704.357	0.000319334568000
600	24.4949	705.522	0.000319334568000
653	25.5539	706.688	0.000319334568000
643	25.3574	707.854	0.000319334568000
675	25.9808	709.021	0.000319334568000
696	26.3818	710.189	0.000319334568000
629	25.0799	711.357	0.000319334568000
637	25.2389	712.526	0.000319334568000
623	24.9600	713.695	0.000319334568000
617	24.8395	714.865	0.000319334568000
630	25.0998	716.036	0.000319334568000
