# Net Counts	Error
1095	33.0908
1023	31.9844
1120	33.4664
1105	33.2415
1188	34.4674
1100	33.1662
1111	33.3317
1180	34.3511
1125	33.5410
1158	34.0294
1067	32.6650
1066	32.6497
1062	32.5883
1062	32.5883
1017	31.8904
1077	32.8177
978	31.2730
992	31.4960
998	31.5911
947	30.7734
932	30.5287
955	30.9031
935	30.5778
893	29.8831
984	31.3688
887	29.7825
918	30.2985
877	29.6142
861	29.3428
891	29.8496
876	29.5973
820	28.6356
875	29.5804
867	29.4449
844	29.0517
876	29.5973
841	29.0000
900	30.0000
837	28.9310
797	28.2312
840	28.9828
796	28.2135
874	29.5635
849	29.1376
772	27.7849
789	28.0891
865	29.4109
819	28.6182
832	28.8444
819	28.6182
781	27.9464
805	28.3725
760	27.5681
776	27.8568
826	28.7402
764	27.6405
777	27.8747
744	27.2764
747	27.3313
819	28.6182
733	27.0740
751	27.4044
796	28.2135
795	28.1957
787	28.0535
719	26.8142
776	27.8568
768	27.7128
710	26.6458
709	26.6271
702	26.4953
757	27.5136
734	27.0924
716	26.7582
780	27.9285
735	27.1109
737	27.1477
715	26.7395
749	27.3679
729	27.0000
744	27.2764
760	27.5681
745	27.2947
745	27.2947
682	26.1151
737	27.1477
702	26.4953
726	26.9444
650	25.4951
702	26.4953
738	27.1662
692	26.3059
683	26.1343
668	25.8457
735	27.1109
704	26.5330
704	26.5330
670	25.8844
700	26.4575
690	26.2679
710	26.6458
708	26.6083
748	27.3496
705	26.5518
754	27.4591
679	26.0576
699	26.4386
727	26.9629
694	26.3439
643	25.3574
716	26.7582
684	26.1534
659	25.6710
656	25.6125
690	26.2679
691	26.2869
688	26.2298
649	25.4755
685	26.1725
660	25.6905
652	25.5343
649	25.4755
628	25.0599
645	25.3969
664	25.7682
627	25.0400
656	25.6125
647	25.4362
662	25.7294
671	25.9037
673	25.9422
670	25.8844
679	26.0576
673	25.9422
660	25.6905
598	24.4540
626	25.0200
627	25.0400
626	25.0200
642	25.3377
617	24.8395
639	25.2784
633	25.1595
604	24.5764
658	25.6515
660	25.6905
660	25.6905
682	26.1151
601	24.5153
646	25.4165
614	24.7790
657	25.6320
609	24.6779
611	24.7184
622	24.9399
626	25.0200
625	25.0000
571	23.8956
603	24.5561
573	23.9374
594	24.3721
618	24.8596
640	25.2982
583	24.1454
572	23.9165
629	25.0799
557	23.6008
627	25.0400
603	24.5561
609	24.6779
571	23.8956
591	24.3105
560	23.6643
583	24.1454
597	24.4336
609	24.6779
571	23.8956
596	24.4131
636	25.2190
562	23.7065
613	24.7588
581	24.1039
554	23.5372
556	23.5797
568	23.8328
554	23.5372
576	24.0000
589	24.2693
595	24.3926
539	23.2164
570	23.8747
554	23.5372
584	24.1661
575	23.9792
532	23.0651
598	24.4540
574	23.9583
593	24.3516
592	24.3311
550	23.4521
560	23.6643
576	24.0000
559	23.6432
567	23.8118
586	24.2074
603	24.5561
568	23.8328
563	23.7276
531	23.0434
598	24.4540
586	24.2074
576	24.0000
553	23.5160
558	23.6220
603	24.5561
546	23.3666
578	24.0416
574	23.9583
588	24.2487
559	23.6432
572	23.9165
518	22.7596
546	23.3666
514	22.6716
595	24.3926
538	23.1948
590	24.2899
575	23.9792
562	23.7065
563	23.7276
550	23.4521
540	23.2379
575	23.9792
579	24.0624
570	23.8747
553	23.5160
570	23.8747
535	23.1301
606	24.6171
518	22.7596
541	23.2594
491	22.1585
564	23.7487
544	23.3238
587	24.2281
561	23.6854
569	23.8537
575	23.9792
574	23.9583
565	23.7697
553	23.5160
567	23.8118
509	22.5610
566	23.7908
558	23.6220
568	23.8328
542	23.2809
518	22.7596
536	23.1517
558	23.6220
528	22.9783
545	23.3452
533	23.0868
573	23.9374
548	23.4094
556	23.5797
547	23.3880
529	23.0000
564	23.7487
568	23.8328
552	23.4947
534	23.1084
536	23.1517
549	23.4307
556	23.5797
541	23.2594
580	24.0832
586	24.2074
527	22.9565
550	23.4521
542	23.2809
582	24.1247
553	23.5160
559	23.6432
538	23.1948
482	21.9545
529	23.0000
543	23.3024
502	22.4054
525	22.9129
535	23.1301
554	23.5372
549	23.4307
578	24.0416
532	23.0651
501	22.3830
533	23.0868
589	24.2693
521	22.8254
522	22.8473
527	22.9565
537	23.1733
606	24.6171
548	23.4094
568	23.8328
592	24.3311
573	23.9374
600	24.4949
555	23.5584
541	23.2594
591	24.3105
559	23.6432
553	23.5160
560	23.6643
565	23.7697
555	23.5584
573	23.9374
588	24.2487
569	23.8537
552	23.4947
584	24.1661
587	24.2281
607	24.6374
553	23.5160
548	23.4094
536	23.1517
607	24.6374
548	23.4094
581	24.1039
570	23.8747
527	22.9565
572	23.9165
535	23.1301
608	24.6577
514	22.6716
561	23.6854
548	23.4094
568	23.8328
535	23.1301
535	23.1301
539	23.2164
576	24.0000
568	23.8328
512	22.6274
536	23.1517
561	23.6854
528	22.9783
573	23.9374
537	23.1733
532	23.0651
545	23.3452
581	24.1039
532	23.0651
541	23.2594
607	24.6374
571	23.8956
578	24.0416
511	22.6053
544	23.3238
570	23.8747
561	23.6854
529	23.0000
554	23.5372
537	23.1733
537	23.1733
559	23.6432
563	23.7276
594	24.3721
581	24.1039
588	24.2487
556	23.5797
542	23.2809
565	23.7697
568	23.8328
590	24.2899
575	23.9792
527	22.9565
592	24.3311
570	23.8747
580	24.0832
523	22.8692
589	24.2693
556	23.5797
540	23.2379
613	24.7588
587	24.2281
594	24.3721
550	23.4521
552	23.4947
563	23.7276
545	23.3452
571	23.8956
563	23.7276
590	24.2899
592	24.3311
568	23.8328
541	23.2594
567	23.8118
582	24.1247
567	23.8118
576	24.0000
546	23.3666
578	24.0416
607	24.6374
597	24.4336
600	24.4949
587	24.2281
600	24.4949
570	23.8747
610	24.6982
583	24.1454
571	23.8956
583	24.1454
585	24.1868
590	24.2899
603	24.5561
608	24.6577
560	23.6643
555	23.5584
567	23.8118
637	25.2389
608	24.6577
551	23.4734
571	23.8956
595	24.3926
667	25.8263
579	24.0624
607	24.6374
577	24.0208
552	23.4947
618	24.8596
581	24.1039
582	24.1247
630	25.0998
591	24.3105
584	24.1661
575	23.9792
594	24.3721
577	24.0208
567	23.8118
605	24.5967
587	24.2281
598	24.4540
588	24.2487
575	23.9792
597	24.4336
632	25.1396
565	23.7697
574	23.9583
622	24.9399
605	24.5967
619	24.8797
654	25.5734
580	24.0832
571	23.8956
601	24.5153
587	24.2281
592	24.3311
634	25.1794
619	24.8797
582	24.1247
626	25.0200
577	24.0208
600	24.4949
613	24.7588
633	25.1595
567	23.8118
639	25.2784
637	25.2389
613	24.7588
614	24.7790
599	24.4745
608	24.6577
618	24.8596
589	24.2693
615	24.7992
609	24.6779
620	24.8998
608	24.6577
593	24.3516
605	24.5967
643	25.3574
594	24.3721
613	24.7588
580	24.0832
670	25.8844
610	24.6982
571	23.8956
598	24.4540
625	25.0000
639	25.2784
567	23.8118
609	24.6779
594	24.3721
605	24.5967
618	24.8596
599	24.4745
580	24.0832
612	24.7386
600	24.4949
653	25.5539
643	25.3574
675	25.9808
696	26.3818
629	25.0799
637	25.2389
623	24.9600
617	24.8395
630	25.0998
595	24.3926
692	26.3059
636	25.2190
613	24.7588
620	24.8998
604	24.5764
650	25.4951
642	25.3377
641	25.3180
598	24.4540
644	25.3772
668	25.8457
619	24.8797
642	25.3377
659	25.6710
633	25.1595
655	25.5930
629	25.0799
665	25.7876
634	25.1794
653	25.5539
649	25.4755
642	25.3377
656	25.6125
656	25.6125
644	25.3772
641	25.3180
599	24.4745
653	25.5539
648	25.4558
657	25.6320
674	25.9615
659	25.6710
662	25.7294
646	25.4165
697	26.4008
667	25.8263
625	25.0000
651	25.5147
673	25.9422
614	24.7790
664	25.7682
659	25.6710
688	26.2298
681	26.0960
655	25.5930
667	25.8263
648	25.4558
681	26.0960
696	26.3818
673	25.9422
678	26.0384
714	26.7208
692	26.3059
648	25.4558
701	26.4764
676	26.0000
678	26.0384
637	25.2389
701	26.4764
686	26.1916
693	26.3249
762	27.6043
718	26.7955
713	26.7021
748	27.3496
698	26.4197
700	26.4575
761	27.5862
701	26.4764
698	26.4197
726	26.9444
694	26.3439
684	26.1534
674	25.9615
723	26.8887
768	27.7128
779	27.9106
718	26.7955
719	26.8142
740	27.2029
736	27.1293
696	26.3818
753	27.4408
756	27.4955
741	27.2213
745	27.2947
723	26.8887
743	27.2580
733	27.0740
770	27.7489
779	27.9106
726	26.9444
777	27.8747
829	28.7924
742	27.2397
745	27.2947
819	28.6182
775	27.8388
770	27.7489
768	27.7128
774	27.8209
785	28.0179
791	28.1247
710	26.6458
793	28.1603
764	27.6405
729	27.0000
750	27.3861
753	27.4408
808	28.4253
765	27.6586
788	28.0713
776	27.8568
775	27.8388
759	27.5500
804	28.3549
805	28.3725
842	29.0172
841	29.0000
744	27.2764
825	28.7228
790	28.1069
808	28.4253
838	28.9482
814	28.5307
821	28.6531
828	28.7750
822	28.6705
798	28.2489
777	27.8747
789	28.0891
813	28.5132
747	27.3313
787	28.0535
790	28.1069
798	28.2489
880	29.6648
764	27.6405
815	28.5482
844	29.0517
770	27.7489
824	28.7054
753	27.4408
817	28.5832
903	30.0500
819	28.6182
837	28.9310
850	29.1548
845	29.0689
830	28.8097
849	29.1376
852	29.1890
828	28.7750
832	28.8444
820	28.6356
809	28.4429
846	29.0861
853	29.2062
862	29.3598
802	28.3196
919	30.3150
853	29.2062
813	28.5132
872	29.5296
823	28.6880
864	29.3939
893	29.8831
848	29.1204
909	30.1496
923	30.3809
904	30.0666
860	29.3258
891	29.8496
944	30.7246
899	29.9833
909	30.1496
865	29.4109
843	29.0345
913	30.2159
865	29.4109
956	30.9192
955	30.9031
885	29.7489
908	30.1330
926	30.4302
910	30.1662
904	30.0666
904	30.0666
900	30.0000
919	30.3150
931	30.5123
943	30.7083
879	29.6479
932	30.5287
958	30.9516
952	30.8545
948	30.7896
919	30.3150
965	31.0644
934	30.5614
909	30.1496
948	30.7896
974	31.2090
874	29.5635
956	30.9192
952	30.8545
1009	31.7648
952	30.8545
959	30.9677
929	30.4795
1016	31.8748
958	30.9516
958	30.9516
958	30.9516
977	31.2570
952	30.8545
958	30.9516
965	31.0644
1028	32.0624
975	31.2250
938	30.6268
931	30.5123
942	30.6920
997	31.5753
1011	31.7962
964	31.0483
962	31.0161
908	30.1330
926	30.4302
945	30.7409
907	30.1164
914	30.2324
858	29.2916
856	29.2575
846	29.0861
880	29.6648
911	30.1828
863	29.3769
844	29.0517
827	28.7576
820	28.6356
831	28.8271
839	28.9655
810	28.4605
813	28.5132
752	27.4226
847	29.1033
745	27.2947
792	28.1425
772	27.7849
768	27.7128
767	27.6948
719	26.8142
742	27.2397
729	27.0000
745	27.2947
735	27.1109
705	26.5518
727	26.9629
691	26.2869
703	26.5141
755	27.4773
713	26.7021
729	27.0000
709	26.6271
709	26.6271
734	27.0924
725	26.9258
725	26.9258
678	26.0384
669	25.8650
736	27.1293
694	26.3439
685	26.1725
719	26.8142
660	25.6905
700	26.4575
677	26.0192
678	26.0384
687	26.2107
701	26.4764
668	25.8457
733	27.0740
662	25.7294
703	26.5141
706	26.5707
707	26.5895
708	26.6083
666	25.8070
725	26.9258
727	26.9629
703	26.5141
698	26.4197
755	27.4773
757	27.5136
707	26.5895
740	27.2029
711	26.6646
742	27.2397
705	26.5518
693	26.3249
727	26.9629
703	26.5141
713	26.7021
768	27.7128
735	27.1109
739	27.1846
729	27.0000
725	26.9258
690	26.2679
710	26.6458
753	27.4408
777	27.8747
745	27.2947
707	26.5895
706	26.5707
805	28.3725
741	27.2213
743	27.2580
735	27.1109
752	27.4226
736	27.1293
779	27.9106
743	27.2580
743	27.2580
725	26.9258
743	27.2580
703	26.5141
759	27.5500
737	27.1477
701	26.4764
704	26.5330
677	26.0192
725	26.9258
697	26.4008
724	26.9072
658	25.6515
644	25.3772
649	25.4755
619	24.8797
653	25.5539
629	25.0799
618	24.8596
599	24.4745
645	25.3969
603	24.5561
624	24.9800
606	24.6171
606	24.6171
644	25.3772
662	25.7294
708	26.6083
736	27.1293
769	27.7308
873	29.5466
925	30.4138
1024	32.0000
1104	33.2265
1270	35.6371
1310	36.1939
1547	39.3319
1691	41.1218
1778	42.1663
2021	44.9555
2228	47.2017
2242	47.3498
2549	50.4876
2775	52.6783
2934	54.1664
3116	55.8211
3331	57.7148
3341	57.8014
3476	58.9576
3537	59.4727
3769	61.3922
3634	60.2827
3585	59.8749
3565	59.7076
3491	59.0847
3347	57.8533
3345	57.8360
3251	57.0175
3001	54.7814
2782	52.7447
2688	51.8459
2438	49.3761
2350	48.4768
2094	45.7602
1853	43.0465
1652	40.6448
1525	39.0512
1308	36.1663
1130	33.6155
943	30.7083
880	29.6648
756	27.4955
605	24.5967
545	23.3452
461	21.4709
363	19.0526
367	19.1572
251	15.8430
234	15.2971
181	13.4536
167	12.9228
142	11.9164
135	11.6190
126	11.2250
115	10.7238
93	9.6437
107	10.3441
90	9.4868
83	9.1104
85	9.2195
75	8.6603
78	8.8318
83	9.1104
72	8.4853
76	8.7178
87	9.3274
67	8.1854
80	8.9443
100	10.0000
77	8.7750
91	9.5394
72	8.4853
79	8.8882
110	10.4881
99	9.9499
128	11.3137
110	10.4881
146	12.0830
146	12.0830
181	13.4536
195	13.9642
229	15.1327
275	16.5831
312	17.6635
351	18.7350
410	20.2485
519	22.7816
633	25.1595
738	27.1662
840	28.9828
975	31.2250
1096	33.1059
1307	36.1525
1404	37.4700
1603	40.0375
1799	42.4146
1984	44.5421
2130	46.1519
2407	49.0612
2555	50.5470
2590	50.8920
2768	52.6118
2880	53.6656
2970	54.4977
3087	55.5608
3035	55.0908
3112	55.7853
3238	56.9034
3051	55.2359
3054	55.2630
2867	53.5444
2772	52.6498
2678	51.7494
2564	50.6360
2221	47.1275
2161	46.4866
1961	44.2832
1784	42.2374
1650	40.6202
1493	38.6394
1212	34.8138
1061	32.5730
916	30.2655
806	28.3901
682	26.1151
535	23.1301
422	20.5426
389	19.7231
295	17.1756
267	16.3401
200	14.1421
166	12.8841
119	10.9087
110	10.4881
93	9.6437
74	8.6023
64	8.0000
50	7.0711
47	6.8557
40	6.3246
32	5.6569
49	7.0000
35	5.9161
41	6.4031
48	6.9282
45	6.7082
45	6.7082
35	5.9161
44	6.6332
46	6.7823
52	7.2111
49	7.0000
69	8.3066
71	8.4261
58	7.6158
66	8.1240
67	8.1854
66	8.1240
56	7.4833
79	8.8882
75	8.6603
77	8.7750
74	8.6023
88	9.3808
72	8.4853
78	8.8318
61	7.8102
69	8.3066
52	7.2111
74	8.6023
44	6.6332
66	8.1240
59	7.6811
64	8.0000
59	7.6811
41	6.4031
57	7.5498
53	7.2801
46	6.7823
51	7.1414
45	6.7082
31	5.5678
33	5.7446
33	5.7446
38	6.1644
31	5.5678
32	5.6569
24	4.8990
23	4.7958
26	5.0990
27	5.1962
24	4.8990
31	5.5678
23	4.7958
26	5.0990
27	5.1962
21	4.5826
37	6.0828
22	4.6904
24	4.8990
17	4.1231
26	5.0990
29	5.3852
24	4.8990
27	5.1962
31	5.5678
33	5.7446
23	4.7958
16	4.0000
20	4.4721
24	4.8990
19	4.3589
22	4.6904
21	4.5826
25	5.0000
22	4.6904
22	4.6904
19	4.3589
23	4.7958
29	5.3852
27	5.1962
22	4.6904
23	4.7958
23	4.7958
28	5.2915
23	4.7958
19	4.3589
27	5.1962
20	4.4721
29	5.3852
30	5.4772
23	4.7958
21	4.5826
27	5.1962
25	5.0000
15	3.8730
22	4.6904
28	5.2915
23	4.7958
21	4.5826
26	5.0990
21	4.5826
33	5.7446
28	5.2915
21	4.5826
31	5.5678
32	5.6569
20	4.4721
38	6.1644
20	4.4721
24	4.8990
25	5.0000
26	5.0990
26	5.0990
23	4.7958
15	3.8730
16	4.0000
25	5.0000
43	6.5574
25	5.0000
26	5.0990
28	5.2915
14	3.7417
37	6.0828
27	5.1962
27	5.1962
27	5.1962
30	5.4772
21	4.5826
18	4.2426
30	5.4772
34	5.8310
36	6.0000
33	5.7446
29	5.3852
24	4.8990
33	5.7446
29	5.3852
30	5.4772
28	5.2915
39	6.2450
36	6.0000
27	5.1962
30	5.4772
44	6.6332
29	5.3852
34	5.8310
27	5.1962
29	5.3852
29	5.3852
42	6.4807
40	6.3246
32	5.6569
29	5.3852
29	5.3852
25	5.0000
35	5.9161
30	5.4772
29	5.3852
45	6.7082
36	6.0000
25	5.0000
28	5.2915
32	5.6569
24	4.8990
32	5.6569
26	5.0990
25	5.0000
30	5.4772
35	5.9161
36	6.0000
33	5.7446
30	5.4772
29	5.3852
38	6.1644
28	5.2915
21	4.5826
30	5.4772
27	5.1962
31	5.5678
28	5.2915
35	5.9161
26	5.0990
35	5.9161
34	5.8310
33	5.7446
26	5.0990
22	4.6904
27	5.1962
22	4.6904
30	5.4772
35	5.9161
25	5.0000
20	4.4721
23	4.7958
24	4.8990
32	5.6569
29	5.3852
28	5.2915
18	4.2426
30	5.4772
31	5.5678
29	5.3852
35	5.9161
28	5.2915
37	6.0828
31	5.5678
27	5.1962
23	4.7958
27	5.1962
28	5.2915
31	5.5678
28	5.2915
23	4.7958
40	6.3246
26	5.0990
24	4.8990
37	6.0828
21	4.5826
30	5.4772
21	4.5826
28	5.2915
28	5.2915
42	6.4807
28	5.2915
24	4.8990
25	5.0000
31	5.5678
37	6.0828
31	5.5678
28	5.2915
37	6.0828
34	5.8310
25	5.0000
28	5.2915
22	4.6904
27	5.1962
25	5.0000
24	4.8990
24	4.8990
24	4.8990
40	6.3246
23	4.7958
30	5.4772
21	4.5826
22	4.6904
28	5.2915
25	5.0000
19	4.3589
30	5.4772
26	5.0990
27	5.1962
14	3.7417
27	5.1962
35	5.9161
28	5.2915
21	4.5826
30	5.4772
25	5.0000
29	5.3852
34	5.8310
30	5.4772
28	5.2915
26	5.0990
23	4.7958
27	5.1962
22	4.6904
24	4.8990
20	4.4721
21	4.5826
24	4.8990
27	5.1962
31	5.5678
29	5.3852
30	5.4772
18	4.2426
32	5.6569
23	4.7958
24	4.8990
25	5.0000
25	5.0000
26	5.0990
30	5.4772
22	4.6904
18	4.2426
28	5.2915
36	6.0000
29	5.3852
23	4.7958
22	4.6904
23	4.7958
28	5.2915
29	5.3852
19	4.3589
24	4.8990
33	5.7446
25	5.0000
20	4.4721
24	4.8990
15	3.8730
28	5.2915
23	4.7958
16	4.0000
14	3.7417
25	5.0000
12	3.4641
20	4.4721
13	3.6056
18	4.2426
16	4.0000
16	4.0000
13	3.6056
12	3.4641
15	3.8730
20	4.4721
12	3.4641
21	4.5826
18	4.2426
15	3.8730
17	4.1231
12	3.4641
14	3.7417
4	2.0000
10	3.1623
18	4.2426
8	2.8284
7	2.6458
10	3.1623
15	3.8730
8	2.8284
11	3.3166
8	2.8284
5	2.2361
3	1.7321
5	2.2361
9	3.0000
9	3.0000
5	2.2361
15	3.8730
8	2.8284
7	2.6458
8	2.8284
6	2.4495
7	2.6458
9	3.0000
12	3.4641
10	3.1623
11	3.3166
15	3.8730
15	3.8730
14	3.7417
15	3.8730
21	4.5826
16	4.0000
19	4.3589
21	4.5826
28	5.2915
23	4.7958
17	4.1231
17	4.1231
31	5.5678
21	4.5826
26	5.0990
23	4.7958
21	4.5826
16	4.0000
15	3.8730
18	4.2426
17	4.1231
16	4.0000
9	3.0000
12	3.4641
10	3.1623
2	1.4142
8	2.8284
7	2.6458
4	2.0000
1	1.0000
6	2.4495
6	2.4495
3	1.7321
8	2.8284
3	1.7321
1	1.0000
0	0.0000
5	2.2361
6	2.4495
2	1.4142
2	1.4142
2	1.4142
2	1.4142
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
2	1.4142
4	2.0000
1	1.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
3	1.7321
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
0	0.0000
2	1.4142
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
2	1.4142
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
2	1.4142
2	1.4142
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
2	1.4142
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
