# Net Counts	Error
563	23.7276
554	23.5372
543	23.3024
573	23.9374
541	23.2594
553	23.5160
528	22.9783
506	22.4944
572	23.9165
560	23.6643
547	23.3880
516	22.7156
516	22.7156
525	22.9129
557	23.6008
577	24.0208
518	22.7596
528	22.9783
502	22.4054
528	22.9783
546	23.3666
553	23.5160
520	22.8035
506	22.4944
542	23.2809
516	22.7156
518	22.7596
562	23.7065
570	23.8747
500	22.3607
526	22.9347
464	21.5407
502	22.4054
485	22.0227
489	22.1133
532	23.0651
498	22.3159
505	22.4722
538	23.1948
515	22.6936
499	22.3383
484	22.0000
498	22.3159
546	23.3666
518	22.7596
511	22.6053
514	22.6716
524	22.8910
535	23.1301
474	21.7715
489	22.1133
498	22.3159
468	21.6333
515	22.6936
486	22.0454
446	21.1187
498	22.3159
524	22.8910
506	22.4944
486	22.0454
497	22.2935
463	21.5174
513	22.6495
439	20.9523
510	22.5832
477	21.8403
496	22.2711
484	22.0000
503	22.4277
484	22.0000
448	21.1660
472	21.7256
460	21.4476
466	21.5870
470	21.6795
485	22.0227
478	21.8632
490	22.1359
469	21.6564
486	22.0454
528	22.9783
503	22.4277
498	22.3159
471	21.7025
474	21.7715
430	20.7364
439	20.9523
480	21.9089
486	22.0454
525	22.9129
483	21.9773
477	21.8403
459	21.4243
492	22.1811
512	22.6274
479	21.8861
479	21.8861
458	21.4009
467	21.6102
447	21.1424
486	22.0454
474	21.7715
491	22.1585
487	22.0681
513	22.6495
460	21.4476
457	21.3776
497	22.2935
481	21.9317
515	22.6936
495	22.2486
492	22.1811
452	21.2603
469	21.6564
493	22.2036
512	22.6274
507	22.5167
530	23.0217
489	22.1133
462	21.4942
560	23.6643
525	22.9129
565	23.7697
545	23.3452
570	23.8747
569	23.8537
564	23.7487
567	23.8118
617	24.8395
605	24.5967
632	25.1396
620	24.8998
615	24.7992
643	25.3574
609	24.6779
633	25.1595
601	24.5153
637	25.2389
604	24.5764
669	25.8650
660	25.6905
630	25.0998
645	25.3969
657	25.6320
681	26.0960
652	25.5343
667	25.8263
622	24.9399
607	24.6374
575	23.9792
610	24.6982
547	23.3880
607	24.6374
557	23.6008
542	23.2809
558	23.6220
573	23.9374
553	23.5160
516	22.7156
534	23.1084
538	23.1948
510	22.5832
583	24.1454
539	23.2164
504	22.4499
517	22.7376
484	22.0000
504	22.4499
475	21.7945
468	21.6333
522	22.8473
481	21.9317
525	22.9129
452	21.2603
464	21.5407
457	21.3776
496	22.2711
511	22.6053
446	21.1187
462	21.4942
483	21.9773
433	20.8087
452	21.2603
472	21.7256
415	20.3715
455	21.3307
498	22.3159
424	20.5913
428	20.6882
421	20.5183
414	20.3470
479	21.8861
448	21.1660
409	20.2237
417	20.4206
452	21.2603
420	20.4939
428	20.6882
450	21.2132
436	20.8806
440	20.9762
420	20.4939
447	21.1424
397	19.9249
434	20.8327
401	20.0250
418	20.4450
416	20.3961
460	21.4476
443	21.0476
442	21.0238
438	20.9284
426	20.6398
431	20.7605
363	19.0526
404	20.0998
412	20.2978
406	20.1494
408	20.1990
377	19.4165
462	21.4942
424	20.5913
423	20.5670
388	19.6977
395	19.8746
365	19.1050
431	20.7605
413	20.3224
431	20.7605
407	20.1742
420	20.4939
413	20.3224
442	21.0238
376	19.3907
412	20.2978
396	19.8997
422	20.5426
408	20.1990
406	20.1494
417	20.4206
410	20.2485
409	20.2237
412	20.2978
415	20.3715
408	20.1990
396	19.8997
383	19.5704
398	19.9499
431	20.7605
431	20.7605
408	20.1990
401	20.0250
393	19.8242
404	20.0998
386	19.6469
381	19.5192
411	20.2731
365	19.1050
399	19.9750
388	19.6977
375	19.3649
380	19.4936
405	20.1246
384	19.5959
429	20.7123
345	18.5742
407	20.1742
366	19.1311
396	19.8997
388	19.6977
398	19.9499
394	19.8494
380	19.4936
387	19.6723
384	19.5959
400	20.0000
356	18.8680
392	19.7990
399	19.9750
360	18.9737
380	19.4936
359	18.9473
409	20.2237
416	20.3961
425	20.6155
398	19.9499
387	19.6723
393	19.8242
356	18.8680
375	19.3649
407	20.1742
382	19.5448
375	19.3649
387	19.6723
375	19.3649
395	19.8746
389	19.7231
374	19.3391
374	19.3391
381	19.5192
384	19.5959
379	19.4679
390	19.7484
428	20.6882
385	19.6214
393	19.8242
411	20.2731
360	18.9737
413	20.3224
356	18.8680
430	20.7364
371	19.2614
360	18.9737
358	18.9209
405	20.1246
374	19.3391
384	19.5959
393	19.8242
425	20.6155
373	19.3132
361	19.0000
390	19.7484
351	18.7350
364	19.0788
356	18.8680
423	20.5670
337	18.3576
395	19.8746
358	18.9209
349	18.6815
358	18.9209
365	19.1050
383	19.5704
344	18.5472
374	19.3391
345	18.5742
351	18.7350
375	19.3649
323	17.9722
373	19.3132
358	18.9209
354	18.8149
382	19.5448
351	18.7350
337	18.3576
334	18.2757
351	18.7350
328	18.1108
335	18.3030
361	19.0000
360	18.9737
359	18.9473
339	18.4120
334	18.2757
356	18.8680
346	18.6011
363	19.0526
364	19.0788
355	18.8414
362	19.0263
391	19.7737
368	19.1833
349	18.6815
379	19.4679
370	19.2354
339	18.4120
329	18.1384
315	17.7482
375	19.3649
356	18.8680
379	19.4679
361	19.0000
357	18.8944
374	19.3391
382	19.5448
352	18.7617
349	18.6815
372	19.2873
339	18.4120
337	18.3576
359	18.9473
361	19.0000
361	19.0000
378	19.4422
357	18.8944
358	18.9209
372	19.2873
353	18.7883
324	18.0000
346	18.6011
334	18.2757
347	18.6279
353	18.7883
342	18.4932
340	18.4391
376	19.3907
345	18.5742
301	17.3494
341	18.4662
356	18.8680
353	18.7883
329	18.1384
337	18.3576
320	17.8885
347	18.6279
322	17.9444
366	19.1311
329	18.1384
300	17.3205
332	18.2209
334	18.2757
293	17.1172
290	17.0294
306	17.4929
317	17.8045
311	17.6352
305	17.4642
307	17.5214
318	17.8326
352	18.7617
295	17.1756
289	17.0000
296	17.2047
335	18.3030
295	17.1756
337	18.3576
286	16.9115
362	19.0263
347	18.6279
328	18.1108
326	18.0555
315	17.7482
306	17.4929
336	18.3303
307	17.5214
338	18.3848
317	17.8045
312	17.6635
291	17.0587
341	18.4662
313	17.6918
303	17.4069
329	18.1384
348	18.6548
318	17.8326
313	17.6918
309	17.5784
344	18.5472
319	17.8606
326	18.0555
330	18.1659
331	18.1934
330	18.1659
330	18.1659
313	17.6918
303	17.4069
278	16.6733
353	18.7883
301	17.3494
290	17.0294
290	17.0294
333	18.2483
275	16.5831
307	17.5214
335	18.3030
261	16.1555
330	18.1659
316	17.7764
303	17.4069
321	17.9165
307	17.5214
304	17.4356
301	17.3494
300	17.3205
314	17.7200
315	17.7482
355	18.8414
299	17.2916
311	17.6352
320	17.8885
317	17.8045
295	17.1756
309	17.5784
301	17.3494
308	17.5499
325	18.0278
284	16.8523
319	17.8606
299	17.2916
317	17.8045
296	17.2047
283	16.8226
326	18.0555
288	16.9706
337	18.3576
304	17.4356
316	17.7764
280	16.7332
327	18.0831
289	17.0000
309	17.5784
312	17.6635
305	17.4642
319	17.8606
332	18.2209
297	17.2337
315	17.7482
297	17.2337
321	17.9165
309	17.5784
302	17.3781
298	17.2627
300	17.3205
327	18.0831
327	18.0831
286	16.9115
305	17.4642
306	17.4929
278	16.6733
305	17.4642
291	17.0587
297	17.2337
269	16.4012
317	17.8045
261	16.1555
255	15.9687
287	16.9411
329	18.1384
319	17.8606
293	17.1172
298	17.2627
294	17.1464
301	17.3494
305	17.4642
321	17.9165
309	17.5784
290	17.0294
321	17.9165
327	18.0831
290	17.0294
299	17.2916
291	17.0587
291	17.0587
313	17.6918
298	17.2627
305	17.4642
311	17.6352
309	17.5784
285	16.8819
309	17.5784
318	17.8326
303	17.4069
297	17.2337
295	17.1756
273	16.5227
294	17.1464
314	17.7200
320	17.8885
315	17.7482
316	17.7764
315	17.7482
290	17.0294
284	16.8523
302	17.3781
299	17.2916
337	18.3576
310	17.6068
336	18.3303
302	17.3781
316	17.7764
302	17.3781
288	16.9706
288	16.9706
326	18.0555
294	17.1464
310	17.6068
278	16.6733
315	17.7482
325	18.0278
318	17.8326
313	17.6918
306	17.4929
297	17.2337
311	17.6352
276	16.6132
296	17.2047
306	17.4929
298	17.2627
307	17.5214
315	17.7482
283	16.8226
315	17.7482
271	16.4621
282	16.7929
321	17.9165
313	17.6918
318	17.8326
302	17.3781
337	18.3576
303	17.4069
316	17.7764
291	17.0587
287	16.9411
275	16.5831
318	17.8326
336	18.3303
307	17.5214
292	17.0880
300	17.3205
288	16.9706
284	16.8523
320	17.8885
326	18.0555
303	17.4069
299	17.2916
281	16.7631
314	17.7200
322	17.9444
318	17.8326
311	17.6352
316	17.7764
288	16.9706
331	18.1934
312	17.6635
295	17.1756
298	17.2627
313	17.6918
310	17.6068
300	17.3205
328	18.1108
303	17.4069
301	17.3494
311	17.6352
321	17.9165
324	18.0000
307	17.5214
342	18.4932
299	17.2916
321	17.9165
331	18.1934
298	17.2627
362	19.0263
320	17.8885
326	18.0555
348	18.6548
321	17.9165
346	18.6011
317	17.8045
339	18.4120
335	18.3030
354	18.8149
373	19.3132
331	18.1934
316	17.7764
319	17.8606
330	18.1659
328	18.1108
312	17.6635
369	19.2094
343	18.5203
371	19.2614
296	17.2047
347	18.6279
336	18.3303
332	18.2209
334	18.2757
352	18.7617
366	19.1311
357	18.8944
352	18.7617
362	19.0263
368	19.1833
341	18.4662
361	19.0000
366	19.1311
323	17.9722
374	19.3391
353	18.7883
320	17.8885
363	19.0526
343	18.5203
345	18.5742
344	18.5472
361	19.0000
346	18.6011
345	18.5742
385	19.6214
331	18.1934
351	18.7350
343	18.5203
366	19.1311
395	19.8746
336	18.3303
373	19.3132
355	18.8414
361	19.0000
366	19.1311
367	19.1572
391	19.7737
363	19.0526
379	19.4679
364	19.0788
384	19.5959
407	20.1742
385	19.6214
412	20.2978
394	19.8494
383	19.5704
393	19.8242
376	19.3907
376	19.3907
397	19.9249
400	20.0000
394	19.8494
358	18.9209
391	19.7737
409	20.2237
387	19.6723
368	19.1833
362	19.0263
369	19.2094
383	19.5704
388	19.6977
412	20.2978
369	19.2094
411	20.2731
394	19.8494
421	20.5183
414	20.3470
403	20.0749
377	19.4165
421	20.5183
406	20.1494
422	20.5426
373	19.3132
440	20.9762
440	20.9762
403	20.0749
409	20.2237
419	20.4695
409	20.2237
393	19.8242
418	20.4450
420	20.4939
437	20.9045
402	20.0499
418	20.4450
427	20.6640
430	20.7364
434	20.8327
446	21.1187
430	20.7364
450	21.2132
458	21.4009
467	21.6102
440	20.9762
423	20.5670
419	20.4695
453	21.2838
395	19.8746
462	21.4942
421	20.5183
438	20.9284
451	21.2368
442	21.0238
466	21.5870
457	21.3776
422	20.5426
428	20.6882
446	21.1187
449	21.1896
458	21.4009
449	21.1896
459	21.4243
456	21.3542
454	21.3073
475	21.7945
464	21.5407
453	21.2838
513	22.6495
483	21.9773
488	22.0907
509	22.5610
486	22.0454
459	21.4243
491	22.1585
479	21.8861
504	22.4499
454	21.3073
471	21.7025
485	22.0227
486	22.0454
446	21.1187
484	22.0000
474	21.7715
452	21.2603
472	21.7256
442	21.0238
479	21.8861
502	22.4054
504	22.4499
440	20.9762
518	22.7596
475	21.7945
450	21.2132
462	21.4942
483	21.9773
465	21.5639
510	22.5832
506	22.4944
507	22.5167
490	22.1359
485	22.0227
511	22.6053
493	22.2036
493	22.2036
487	22.0681
512	22.6274
469	21.6564
533	23.0868
476	21.8174
509	22.5610
554	23.5372
516	22.7156
499	22.3383
521	22.8254
482	21.9545
554	23.5372
491	22.1585
564	23.7487
528	22.9783
497	22.2935
505	22.4722
569	23.8537
544	23.3238
492	22.1811
518	22.7596
501	22.3830
533	23.0868
550	23.4521
509	22.5610
511	22.6053
578	24.0416
541	23.2594
515	22.6936
554	23.5372
525	22.9129
540	23.2379
591	24.3105
523	22.8692
566	23.7908
529	23.0000
542	23.2809
517	22.7376
530	23.0217
524	22.8910
545	23.3452
564	23.7487
535	23.1301
544	23.3238
577	24.0208
570	23.8747
554	23.5372
521	22.8254
582	24.1247
535	23.1301
564	23.7487
514	22.6716
592	24.3311
560	23.6643
601	24.5153
575	23.9792
562	23.7065
564	23.7487
590	24.2899
582	24.1247
602	24.5357
565	23.7697
569	23.8537
593	24.3516
545	23.3452
568	23.8328
528	22.9783
574	23.9583
587	24.2281
569	23.8537
597	24.4336
628	25.0599
619	24.8797
606	24.6171
598	24.4540
589	24.2693
564	23.7487
594	24.3721
636	25.2190
620	24.8998
642	25.3377
592	24.3311
620	24.8998
598	24.4540
622	24.9399
599	24.4745
634	25.1794
645	25.3969
649	25.4755
625	25.0000
639	25.2784
627	25.0400
679	26.0576
640	25.2982
611	24.7184
662	25.7294
644	25.3772
634	25.1794
646	25.4165
652	25.5343
626	25.0200
659	25.6710
636	25.2190
677	26.0192
688	26.2298
654	25.5734
721	26.8514
692	26.3059
641	25.3180
664	25.7682
651	25.5147
644	25.3772
702	26.4953
675	25.9808
639	25.2784
681	26.0960
688	26.2298
655	25.5930
680	26.0768
673	25.9422
677	26.0192
719	26.8142
718	26.7955
694	26.3439
718	26.7955
732	27.0555
686	26.1916
720	26.8328
775	27.8388
731	27.0370
783	27.9821
735	27.1109
763	27.6225
754	27.4591
762	27.6043
749	27.3679
738	27.1662
798	28.2489
719	26.8142
751	27.4044
787	28.0535
796	28.2135
803	28.3373
740	27.2029
764	27.6405
684	26.1534
775	27.8388
766	27.6767
819	28.6182
746	27.3130
770	27.7489
810	28.4605
832	28.8444
831	28.8271
803	28.3373
844	29.0517
771	27.7669
816	28.5657
771	27.7669
867	29.4449
815	28.5482
864	29.3939
847	29.1033
832	28.8444
839	28.9655
863	29.3769
859	29.3087
939	30.6431
846	29.0861
895	29.9166
919	30.3150
853	29.2062
898	29.9666
887	29.7825
940	30.6594
916	30.2655
899	29.9833
873	29.5466
864	29.3939
877	29.6142
906	30.0998
934	30.5614
924	30.3974
927	30.4467
905	30.0832
920	30.3315
974	31.2090
984	31.3688
955	30.9031
920	30.3315
914	30.2324
969	31.1288
970	31.1448
1027	32.0468
971	31.1609
944	30.7246
979	31.2890
988	31.4325
945	30.7409
944	30.7246
948	30.7896
1012	31.8119
959	30.9677
918	30.2985
1054	32.4654
959	30.9677
1043	32.2955
983	31.3528
1026	32.0312
1100	33.1662
993	31.5119
1043	32.2955
1002	31.6544
1095	33.0908
1075	32.7872
1061	32.5730
1058	32.5269
1073	32.7567
1052	32.4345
1087	32.9697
1021	31.9531
1064	32.6190
1128	33.5857
1058	32.5269
1119	33.4515
1205	34.7131
1169	34.1906
1108	33.2866
1086	32.9545
1188	34.4674
1072	32.7414
1151	33.9264
1224	34.9857
1170	34.2053
1127	33.5708
1115	33.3916
1123	33.5112
1126	33.5559
1105	33.2415
1147	33.8674
1222	34.9571
1132	33.6452
1132	33.6452
1128	33.5857
1162	34.0881
1157	34.0147
1102	33.1964
1105	33.2415
1151	33.9264
1146	33.8526
1113	33.3617
1133	33.6601
1090	33.0151
1132	33.6452
1110	33.3167
1098	33.1361
1018	31.9061
1062	32.5883
1087	32.9697
1049	32.3883
1029	32.0780
1030	32.0936
942	30.6920
988	31.4325
934	30.5614
968	31.1127
927	30.4467
939	30.6431
944	30.7246
947	30.7734
888	29.7993
896	29.9333
874	29.5635
883	29.7153
834	28.8791
884	29.7321
807	28.4077
862	29.3598
860	29.3258
842	29.0172
816	28.5657
798	28.2489
831	28.8271
824	28.7054
823	28.6880
799	28.2666
809	28.4429
802	28.3196
789	28.0891
779	27.9106
762	27.6043
785	28.0179
834	28.8791
797	28.2312
809	28.4429
770	27.7489
781	27.9464
808	28.4253
759	27.5500
771	27.7669
796	28.2135
789	28.0891
778	27.8927
781	27.9464
791	28.1247
852	29.1890
858	29.2916
819	28.6182
814	28.5307
818	28.6007
788	28.0713
778	27.8927
789	28.0891
767	27.6948
826	28.7402
801	28.3019
791	28.1247
818	28.6007
798	28.2489
786	28.0357
779	27.9106
772	27.7849
803	28.3373
799	28.2666
769	27.7308
804	28.3549
775	27.8388
806	28.3901
774	27.8209
780	27.9285
779	27.9106
777	27.8747
780	27.9285
722	26.8701
731	27.0370
739	27.1846
776	27.8568
698	26.4197
751	27.4044
701	26.4764
696	26.3818
651	25.5147
678	26.0384
704	26.5330
677	26.0192
726	26.9444
726	26.9444
717	26.7769
731	27.0370
712	26.6833
709	26.6271
729	27.0000
730	27.0185
684	26.1534
753	27.4408
759	27.5500
867	29.4449
840	28.9828
920	30.3315
1024	32.0000
1135	33.6898
1138	33.7343
1200	34.6410
1336	36.5513
1474	38.3927
1568	39.5980
1754	41.8808
1824	42.7083
1930	43.9318
2072	45.5192
2277	47.7179
2477	49.7695
2531	50.3090
2709	52.0481
2676	51.7301
2923	54.0648
3101	55.6866
3006	54.8270
3122	55.8749
3127	55.9196
3179	56.3826
3018	54.9363
3035	55.0908
3001	54.7814
2930	54.1295
2711	52.0673
2613	51.1175
2454	49.5379
2349	48.4665
2122	46.0652
1955	44.2154
1853	43.0465
1640	40.4969
1553	39.4081
1360	36.8782
1163	34.1028
1043	32.2955
924	30.3974
820	28.6356
704	26.5330
603	24.5561
496	22.2711
434	20.8327
398	19.9499
304	17.4356
323	17.9722
224	14.9666
204	14.2829
196	14.0000
127	11.2694
153	12.3693
144	12.0000
118	10.8628
105	10.2470
102	10.0995
102	10.0995
97	9.8489
115	10.7238
102	10.0995
113	10.6301
111	10.5357
138	11.7473
136	11.6619
121	11.0000
141	11.8743
165	12.8452
165	12.8452
193	13.8924
242	15.5563
278	16.6733
276	16.6132
297	17.2337
360	18.9737
390	19.7484
434	20.8327
489	22.1133
643	25.3574
643	25.3574
761	27.5862
869	29.4788
939	30.6431
1007	31.7333
1152	33.9411
1251	35.3695
1410	37.5500
1546	39.3192
1732	41.6173
1782	42.2137
1909	43.6921
2036	45.1221
2089	45.7056
2236	47.2864
2301	47.9687
2533	50.3289
2502	50.0200
2580	50.7937
2618	51.1664
2521	50.2096
2542	50.4183
2407	49.0612
2419	49.1833
2309	48.0521
2217	47.0850
2047	45.2438
1969	44.3734
1921	43.8292
1722	41.4970
1552	39.3954
1442	37.9737
1358	36.8511
1103	33.2114
1030	32.0936
953	30.8707
804	28.3549
657	25.6320
620	24.8998
548	23.4094
431	20.7605
346	18.6011
313	17.6918
277	16.6433
227	15.0665
201	14.1774
137	11.7047
150	12.2474
102	10.0995
104	10.1980
76	8.7178
71	8.4261
50	7.0711
62	7.8740
42	6.4807
44	6.6332
36	6.0000
49	7.0000
40	6.3246
66	8.1240
41	6.4031
38	6.1644
51	7.1414
55	7.4162
45	6.7082
48	6.9282
46	6.7823
51	7.1414
68	8.2462
62	7.8740
57	7.5498
48	6.9282
53	7.2801
53	7.2801
69	8.3066
51	7.1414
58	7.6158
66	8.1240
65	8.0623
60	7.7460
60	7.7460
58	7.6158
54	7.3485
57	7.5498
46	6.7823
45	6.7082
47	6.8557
49	7.0000
31	5.5678
56	7.4833
29	5.3852
41	6.4031
36	6.0000
29	5.3852
26	5.0990
25	5.0000
33	5.7446
31	5.5678
24	4.8990
18	4.2426
23	4.7958
23	4.7958
24	4.8990
21	4.5826
21	4.5826
26	5.0990
28	5.2915
25	5.0000
23	4.7958
25	5.0000
26	5.0990
18	4.2426
18	4.2426
27	5.1962
17	4.1231
18	4.2426
21	4.5826
26	5.0990
15	3.8730
25	5.0000
21	4.5826
21	4.5826
17	4.1231
24	4.8990
20	4.4721
22	4.6904
29	5.3852
27	5.1962
23	4.7958
24	4.8990
12	3.4641
13	3.6056
20	4.4721
17	4.1231
23	4.7958
22	4.6904
23	4.7958
24	4.8990
23	4.7958
26	5.0990
15	3.8730
24	4.8990
20	4.4721
13	3.6056
18	4.2426
19	4.3589
13	3.6056
20	4.4721
23	4.7958
18	4.2426
21	4.5826
22	4.6904
22	4.6904
22	4.6904
28	5.2915
27	5.1962
24	4.8990
23	4.7958
25	5.0000
28	5.2915
25	5.0000
25	5.0000
20	4.4721
23	4.7958
28	5.2915
25	5.0000
25	5.0000
19	4.3589
20	4.4721
21	4.5826
28	5.2915
30	5.4772
22	4.6904
21	4.5826
30	5.4772
30	5.4772
21	4.5826
17	4.1231
17	4.1231
16	4.0000
24	4.8990
18	4.2426
30	5.4772
22	4.6904
27	5.1962
18	4.2426
22	4.6904
26	5.0990
22	4.6904
25	5.0000
29	5.3852
31	5.5678
36	6.0000
35	5.9161
21	4.5826
18	4.2426
29	5.3852
20	4.4721
30	5.4772
28	5.2915
17	4.1231
35	5.9161
28	5.2915
21	4.5826
22	4.6904
23	4.7958
25	5.0000
28	5.2915
19	4.3589
19	4.3589
23	4.7958
22	4.6904
22	4.6904
25	5.0000
21	4.5826
15	3.8730
36	6.0000
23	4.7958
20	4.4721
14	3.7417
23	4.7958
22	4.6904
13	3.6056
23	4.7958
28	5.2915
28	5.2915
28	5.2915
25	5.0000
27	5.1962
22	4.6904
24	4.8990
21	4.5826
25	5.0000
23	4.7958
19	4.3589
27	5.1962
16	4.0000
25	5.0000
26	5.0990
22	4.6904
26	5.0990
26	5.0990
17	4.1231
25	5.0000
21	4.5826
16	4.0000
26	5.0990
17	4.1231
18	4.2426
23	4.7958
23	4.7958
29	5.3852
14	3.7417
30	5.4772
18	4.2426
17	4.1231
18	4.2426
16	4.0000
25	5.0000
29	5.3852
17	4.1231
24	4.8990
16	4.0000
30	5.4772
19	4.3589
19	4.3589
30	5.4772
22	4.6904
25	5.0000
26	5.0990
32	5.6569
26	5.0990
21	4.5826
36	6.0000
17	4.1231
19	4.3589
19	4.3589
19	4.3589
27	5.1962
18	4.2426
19	4.3589
25	5.0000
19	4.3589
17	4.1231
19	4.3589
27	5.1962
24	4.8990
30	5.4772
22	4.6904
24	4.8990
22	4.6904
28	5.2915
17	4.1231
18	4.2426
14	3.7417
28	5.2915
24	4.8990
15	3.8730
9	3.0000
27	5.1962
22	4.6904
22	4.6904
18	4.2426
20	4.4721
20	4.4721
21	4.5826
13	3.6056
15	3.8730
21	4.5826
22	4.6904
16	4.0000
21	4.5826
18	4.2426
22	4.6904
16	4.0000
19	4.3589
13	3.6056
13	3.6056
18	4.2426
15	3.8730
13	3.6056
24	4.8990
16	4.0000
17	4.1231
19	4.3589
23	4.7958
19	4.3589
21	4.5826
29	5.3852
15	3.8730
21	4.5826
22	4.6904
26	5.0990
26	5.0990
19	4.3589
23	4.7958
22	4.6904
21	4.5826
15	3.8730
19	4.3589
21	4.5826
18	4.2426
24	4.8990
22	4.6904
23	4.7958
16	4.0000
17	4.1231
26	5.0990
22	4.6904
22	4.6904
19	4.3589
14	3.7417
20	4.4721
20	4.4721
31	5.5678
22	4.6904
19	4.3589
16	4.0000
18	4.2426
19	4.3589
21	4.5826
21	4.5826
13	3.6056
18	4.2426
13	3.6056
18	4.2426
17	4.1231
14	3.7417
13	3.6056
13	3.6056
16	4.0000
9	3.0000
10	3.1623
11	3.3166
13	3.6056
7	2.6458
12	3.4641
13	3.6056
17	4.1231
7	2.6458
9	3.0000
9	3.0000
10	3.1623
9	3.0000
6	2.4495
7	2.6458
8	2.8284
4	2.0000
8	2.8284
2	1.4142
6	2.4495
5	2.2361
6	2.4495
4	2.0000
6	2.4495
4	2.0000
4	2.0000
5	2.2361
4	2.0000
8	2.8284
4	2.0000
7	2.6458
3	1.7321
3	1.7321
6	2.4495
3	1.7321
10	3.1623
5	2.2361
10	3.1623
7	2.6458
6	2.4495
8	2.8284
7	2.6458
5	2.2361
12	3.4641
15	3.8730
14	3.7417
12	3.4641
17	4.1231
9	3.0000
13	3.6056
17	4.1231
13	3.6056
14	3.7417
17	4.1231
17	4.1231
14	3.7417
15	3.8730
11	3.3166
10	3.1623
13	3.6056
18	4.2426
13	3.6056
11	3.3166
8	2.8284
10	3.1623
12	3.4641
6	2.4495
11	3.3166
6	2.4495
7	2.6458
4	2.0000
3	1.7321
10	3.1623
6	2.4495
5	2.2361
3	1.7321
4	2.0000
4	2.0000
6	2.4495
3	1.7321
1	1.0000
1	1.0000
2	1.4142
0	0.0000
1	1.0000
1	1.0000
0	0.0000
1	1.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
1	1.0000
1	1.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
1	1.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
1	1.0000
0	0.0000
0	0.0000
0	0.0000
0	0.0000
